Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,BZ=F,CL=F,GC=F,HG=F,BZ=F,CL=F,GC=F,HG=F,BZ=F,CL=F,GC=F,HG=F,BZ=F,CL=F,GC=F,HG=F,BZ=F,CL=F,GC=F,HG=F,BZ=F,CL=F,GC=F,HG=F
Date,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04 00:00:00+00:00,80.12000274658203,81.51000213623047,1117.699951171875,3.388000011444092,80.12000274658203,81.51000213623047,1117.699951171875,3.388000011444092,79.81999969482422,81.68000030517578,1122.300048828125,3.4089999198913574,80.12000274658203,79.62999725341797,1097.0999755859375,3.3529999256134033,80.12000274658203,79.62999725341797,1117.699951171875,3.388000011444092,97.0,263542,184.0,404.0
2010-01-05 00:00:00+00:00,80.58999633789062,81.7699966430664,1118.0999755859375,3.3959999084472656,80.58999633789062,81.7699966430664,1118.0999755859375,3.3959999084472656,80.26000213623047,82.0,1126.5,3.4110000133514404,80.58999633789062,80.94999694824219,1115.0,3.368499994277954,80.58999633789062,81.62999725341797,1118.0999755859375,3.3959999084472656,97.0,258887,53.0,242.0
2010-01-06 00:00:00+00:00,81.88999938964844,83.18000030517578,1135.9000244140625,3.4774999618530273,81.88999938964844,83.18000030517578,1135.9000244140625,3.4774999618530273,81.69999694824219,83.5199966430664,1139.199951171875,3.499500036239624,80.12999725341797,80.8499984741211,1120.699951171875,3.433500051498413,81.12999725341797,81.43000030517578,1135.9000244140625,3.4774999618530273,7.0,370059,363.0,109.0
2010-01-07 00:00:00+00:00,81.51000213623047,82.66000366210938,1133.0999755859375,3.4114999771118164,81.51000213623047,82.66000366210938,1133.0999755859375,3.4114999771118164,81.51000213623047,83.36000061035156,1133.0999755859375,3.5234999656677246,81.62999725341797,82.26000213623047,1129.199951171875,3.4110000133514404,81.51000213623047,83.19999694824219,1133.0999755859375,3.499500036239624,7.0,246632,56.0,326.0
2010-01-08 00:00:00+00:00,81.37000274658203,82.75,1138.199951171875,3.388000011444092,81.37000274658203,82.75,1138.199951171875,3.388000011444092,81.52999877929688,83.47000122070312,1138.199951171875,3.421999931335449,81.08999633789062,81.80000305175781,1122.699951171875,3.380000114440918,81.37000274658203,82.6500015258789,1138.199951171875,3.388000011444092,7.0,310377,54.0,311.0
2010-01-11 00:00:00+00:00,80.97000122070312,82.5199966430664,1150.699951171875,3.428499937057495,80.97000122070312,82.5199966430664,1150.699951171875,3.428499937057495,81.70999908447266,83.94999694824219,1161.199951171875,3.4769999980926514,81.01000213623047,81.95999908447266,1143.0,3.428499937057495,80.97000122070312,82.87999725341797,1150.699951171875,3.428499937057495,7.0,296304,177.0,145.0
2010-01-12 00:00:00+00:00,79.30000305175781,80.79000091552734,1128.9000244140625,3.3375000953674316,79.30000305175781,80.79000091552734,1128.9000244140625,3.3375000953674316,79.30000305175781,82.33999633789062,1157.199951171875,3.381999969482422,79.02999877929688,79.91000366210938,1127.199951171875,3.309999942779541,79.30000305175781,82.06999969482422,1128.9000244140625,3.381999969482422,7.0,333866,51.0,193.0
2010-01-13 00:00:00+00:00,78.30999755859375,79.6500015258789,1136.4000244140625,3.387500047683716,78.30999755859375,79.6500015258789,1136.4000244140625,3.387500047683716,79.0199966430664,80.66999816894531,1136.4000244140625,3.387500047683716,77.25,78.37000274658203,1121.0,3.387500047683716,78.52999877929688,80.05999755859375,1136.4000244140625,3.387500047683716,18.0,401627,58.0,142.0
2010-01-14 00:00:00+00:00,77.81999969482422,79.38999938964844,1142.5999755859375,3.375999927520752,77.81999969482422,79.38999938964844,1142.5999755859375,3.375999927520752,78.47000122070312,80.36000061035156,1145.9000244140625,3.427999973297119,78.01000213623047,78.91999816894531,1132.800048828125,3.378000020980835,77.81999969482422,79.62999725341797,1137.0,3.4144999980926514,6.0,275404,81.0,234.0
2010-01-15 00:00:00+00:00,77.11000061035156,78.0,1130.0999755859375,3.3550000190734863,77.11000061035156,78.0,1130.0999755859375,3.3550000190734863,77.81999969482422,79.30999755859375,1133.4000244140625,3.365000009536743,76.87999725341797,77.69999694824219,1127.199951171875,3.3489999771118164,77.55000305175781,79.19999694824219,1132.800048828125,3.359999895095825,4.0,200555,50.0,222.0
2010-01-19 00:00:00+00:00,77.62999725341797,79.0199966430664,1139.699951171875,3.437000036239624,77.62999725341797,79.0199966430664,1139.699951171875,3.437000036239624,77.75,79.1500015258789,1139.699951171875,3.437999963760376,76.26000213623047,76.76000213623047,1130.5,3.380000114440918,77.62999725341797,77.8499984741211,1139.699951171875,3.390000104904175,200.0,186882,22.0,1285.0
2010-01-20 00:00:00+00:00,76.31999969482422,77.62000274658203,1112.300048828125,3.3459999561309814,76.31999969482422,77.62000274658203,1112.300048828125,3.3459999561309814,76.31999969482422,79.02999877929688,1133.0,3.3459999561309814,75.87000274658203,76.95999908447266,1109.800048828125,3.3459999561309814,76.31999969482422,78.87999725341797,1123.300048828125,3.3459999561309814,200.0,303758,28.0,152.0
2010-01-21 00:00:00+00:00,74.58000183105469,76.08000183105469,1102.699951171875,3.2850000858306885,74.58000183105469,76.08000183105469,1102.699951171875,3.2850000858306885,76.45999908447266,78.36000061035156,1107.5,3.2850000858306885,74.29000091552734,75.66000366210938,1090.199951171875,3.2850000858306885,74.58000183105469,77.55999755859375,1102.699951171875,3.2850000858306885,1.0,327417,99.0,196.0
2010-01-22 00:00:00+00:00,72.83000183105469,74.54000091552734,1089.199951171875,3.3385000228881836,72.83000183105469,74.54000091552734,1089.199951171875,3.3385000228881836,73.9000015258789,76.5,1095.4000244140625,3.3454999923706055,72.45999908447266,74.01000213623047,1083.0,3.2874999046325684,73.72000122070312,75.83999633789062,1089.199951171875,3.3385000228881836,1.0,348819,58.0,128.0
2010-01-25 00:00:00+00:00,73.69000244140625,75.26000213623047,1095.199951171875,3.384000062942505,73.69000244140625,75.26000213623047,1095.199951171875,3.384000062942505,73.7300033569336,75.41999816894531,1095.199951171875,3.384000062942505,72.83000183105469,74.05999755859375,1095.199951171875,3.369999885559082,73.68000030517578,74.23999786376953,1095.199951171875,3.384000062942505,1.0,280559,8.0,177.0
2010-01-26 00:00:00+00:00,73.29000091552734,74.70999908447266,1097.9000244140625,3.3289999961853027,73.29000091552734,74.70999908447266,1097.9000244140625,3.3289999961853027,73.29000091552734,75.38999938964844,1097.9000244140625,3.3289999961853027,72.91000366210938,73.81999969482422,1097.9000244140625,3.3289999961853027,73.29000091552734,75.27999877929688,1097.9000244140625,3.3289999961853027,15.0,256207,4.0,155.0
2010-01-27 00:00:00+00:00,72.23999786376953,73.66999816894531,1084.4000244140625,3.2144999504089355,72.23999786376953,73.66999816894531,1084.4000244140625,3.2144999504089355,73.54000091552734,75.08999633789062,1084.4000244140625,3.2144999504089355,71.37000274658203,72.6500015258789,1084.4000244140625,3.2144999504089355,72.97000122070312,74.69000244140625,1084.4000244140625,3.2144999504089355,5.0,356179,206694.0,252.0
2010-01-28 00:00:00+00:00,72.12999725341797,73.63999938964844,1083.5999755859375,3.0899999141693115,72.12999725341797,73.63999938964844,1083.5999755859375,3.0899999141693115,72.61000061035156,74.48999786376953,1095.699951171875,3.2144999504089355,71.72000122070312,72.93000030517578,1073.199951171875,3.0889999866485596,72.12999725341797,73.75,1087.800048828125,3.197000026702881,9.0,292911,101168.0,351.0
2010-01-29 00:00:00+00:00,71.45999908447266,72.88999938964844,1083.0,3.0460000038146973,71.45999908447266,72.88999938964844,1083.0,3.0460000038146973,73.18000030517578,74.81999969482422,1090.800048828125,3.135499954223633,71.2300033569336,72.43000030517578,1074.5,3.0360000133514404,71.45999908447266,73.88999938964844,1085.0,3.0460000038146973,9.0,335270,11456.0,451.0
2010-02-01 00:00:00+00:00,73.11000061035156,74.43000030517578,1104.300048828125,3.0785000324249268,73.11000061035156,74.43000030517578,1104.300048828125,3.0785000324249268,73.58000183105469,74.98999786376953,1107.300048828125,3.1045000553131104,71.66000366210938,72.48999786376953,1076.800048828125,2.996000051498413,72.13999938964844,72.83999633789062,1081.0,3.0785000324249268,8.0,277411,2452.0,436.0
2010-02-02 00:00:00+00:00,76.05999755859375,77.2300033569336,1117.4000244140625,3.0850000381469727,76.05999755859375,77.2300033569336,1117.4000244140625,3.0850000381469727,76.18000030517578,77.41000366210938,1118.5,3.116499900817871,73.81999969482422,74.4000015258789,1100.199951171875,3.075000047683716,74.30999755859375,74.94000244140625,1117.4000244140625,3.0850000381469727,27.0,366269,3326.0,137.0
2010-02-03 00:00:00+00:00,75.91999816894531,76.9800033569336,1111.4000244140625,2.9679999351501465,75.91999816894531,76.9800033569336,1111.4000244140625,2.9679999351501465,76.86000061035156,78.04000091552734,1124.9000244140625,3.065000057220459,75.5,76.5199966430664,1108.5999755859375,2.9679999351501465,76.58999633789062,76.98999786376953,1115.800048828125,2.9679999351501465,224.0,391294,853.0,218.0
